Fecha,BMV: AMX L,BMV: CEMEX CPO,BMV: FEMSA UBD,BMV: GAP B,BMV: GRUMA B,BMV:AUTLAN B,BMV:GFNORTE O,BMV:GISSA A,BMV:HERDEZ *,BMV:VITRO A,Z: CETES,BMV: NAFTRAC
5/20/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.03311934,0.0792
5/27/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.03207749,0.0792
6/3/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.03302145,0.0792
6/10/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.03273181,0.0792
6/17/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.03298658,0.0792
6/24/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.0327479,0.0792
7/1/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.03754063,0.0792
7/8/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.03679997,0.0792
7/15/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.03635722,0.0792
7/22/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.03689523,0.0792
7/29/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.03720383,0.0792
8/5/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.03724811,0.0792
8/12/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.03773789,0.0792
8/19/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.03761712,0.0792
8/26/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.03772178,0.0792
